flight_id,route_code,airline_code,airline_name,flight_number,origin_city,origin_airport_code,origin_airport_name,destination_city,destination_airport_code,destination_airport_name,flight_date,departure_time,arrival_time,departure_datetime,arrival_datetime,duration_minutes,stops,cabin_class,price_twd,currency,seats_total,seats_available,baggage_kg,status,source_type,created_at,updated_at
3248,TPE-KIX,JX,星宇,JX076,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-11-11,17:25,20:18,2026-11-11 17:25:00,2026-11-11 20:18:00,173,0,business,23980,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3249,KHH-KIX,JX,星宇,JX322,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-11,17:25,20:24,2026-11-11 17:25:00,2026-11-11 20:24:00,179,0,business,26960,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3250,TPE-KMI,IT,虎航,IT058,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-11-11,20:05,22:58,2026-11-11 20:05:00,2026-11-11 22:58:00,173,0,economy,6720,TWD,180,102,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3251,KHH-KMQ,IT,虎航,IT462,高雄,KHH,高雄國際機場,小松,KMQ,小松機場,2026-11-11,20:05,23:43,2026-11-11 20:05:00,2026-11-11 23:43:00,218,0,business,25150,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3252,KHH-OIT,IT,虎航,IT563,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-11-11,20:05,22:52,2026-11-11 20:05:00,2026-11-11 22:52:00,167,0,premium_economy,13320,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3253,TPE-NGO,IT,虎航,IT636,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-11-11,20:05,23:05,2026-11-11 20:05:00,2026-11-11 23:05:00,180,0,business,21000,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3254,KHH-NRT,JX,星宇,JX183,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-11-11,20:05,23:33,2026-11-11 20:05:00,2026-11-11 23:33:00,208,0,premium_economy,16020,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3255,TPE-CTS,JX,星宇,JX218,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-11-11,20:05,00:08,2026-11-11 20:05:00,2026-11-12 00:08:00,243,0,economy,13150,TWD,180,90,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3256,KHH-CTS,JX,星宇,JX502,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-11-11,20:05,00:29,2026-11-11 20:05:00,2026-11-12 00:29:00,264,0,business,36780,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3257,TPE-NRT,MM,樂桃,MM030,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-11-11,20:05,23:30,2026-11-11 20:05:00,2026-11-11 23:30:00,205,0,business,21240,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3258,KHH-FUK,MM,樂桃,MM269,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-11-11,20:05,22:42,2026-11-11 20:05:00,2026-11-11 22:42:00,157,0,premium_economy,12530,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3259,KHH-HND,BR,長榮,BR506,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-11-11,22:15,01:50,2026-11-11 22:15:00,2026-11-12 01:50:00,215,0,premium_economy,15850,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3260,KHH-SDJ,IT,虎航,IT102,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-11-11,22:15,02:05,2026-11-11 22:15:00,2026-11-12 02:05:00,230,0,business,29640,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3261,KHH-HKD,IT,虎航,IT162,高雄,KHH,高雄國際機場,函館,HKD,函館機場,2026-11-11,22:15,02:51,2026-11-11 22:15:00,2026-11-12 02:51:00,276,0,business,30940,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3262,TPE-KMQ,IT,虎航,IT216,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-11-11,22:15,01:27,2026-11-11 22:15:00,2026-11-12 01:27:00,192,0,business,22370,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3263,TPE-OIT,IT,虎航,IT298,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-11-11,22:15,00:43,2026-11-11 22:15:00,2026-11-12 00:43:00,148,0,economy,7830,TWD,180,94,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3264,TPE-SDJ,IT,虎航,IT718,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-11-11,22:15,01:52,2026-11-11 22:15:00,2026-11-12 01:52:00,217,0,economy,8520,TWD,180,85,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3265,TPE-HKD,IT,虎航,IT816,桃園,TPE,桃園國際機場,函館,HKD,函館機場,2026-11-11,22:15,02:28,2026-11-11 22:15:00,2026-11-12 02:28:00,253,0,business,28870,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3266,TPE-HND,JX,星宇,JX016,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-11-11,22:15,01:50,2026-11-11 22:15:00,2026-11-12 01:50:00,215,0,business,27920,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3267,TPE-OKA,JX,星宇,JX117,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-11-11,22:15,00:01,2026-11-11 22:15:00,2026-11-12 00:01:00,106,0,premium_economy,12390,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3268,KHH-HND,JX,星宇,JX224,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-11-11,22:15,01:54,2026-11-11 22:15:00,2026-11-12 01:54:00,219,0,economy,11640,TWD,180,111,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3269,KHH-KIX,JX,星宇,JX284,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-11,22:15,01:09,2026-11-11 22:15:00,2026-11-12 01:09:00,174,0,economy,10710,TWD,180,39,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3270,TPE-TAK,JX,星宇,JX578,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-11-11,22:15,00:45,2026-11-11 22:15:00,2026-11-12 00:45:00,150,0,economy,8860,TWD,180,92,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3271,KHH-UKB,JX,星宇,JX783,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-11-11,22:15,01:22,2026-11-11 22:15:00,2026-11-12 01:22:00,187,0,premium_economy,17180,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3272,KHH-UKB,JX,星宇,JX802,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-11-11,22:15,01:23,2026-11-11 22:15:00,2026-11-12 01:23:00,188,0,business,29230,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3273,KHH-OKA,CI,華航,CI330,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-11-12,01:35,03:24,2026-11-12 01:35:00,2026-11-12 03:24:00,109,0,business,21800,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3274,TPE-KMJ,CI,華航,CI275,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-11-12,10:20,13:00,2026-11-12 10:20:00,2026-11-12 13:00:00,160,0,premium_economy,12460,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3275,TPE-FUK,IT,虎航,IT430,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-11-12,10:20,12:42,2026-11-12 10:20:00,2026-11-12 12:42:00,142,0,premium_economy,9400,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3276,TPE-SDJ,CI,華航,CI888,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-11-12,13:40,17:32,2026-11-12 13:40:00,2026-11-12 17:32:00,232,0,economy,10560,TWD,180,111,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3277,KHH-SDJ,BR,長榮,BR247,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-11-12,17:25,21:09,2026-11-12 17:25:00,2026-11-12 21:09:00,224,0,economy,11030,TWD,180,104,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3278,TPE-KIX,IT,虎航,IT404,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-11-12,17:25,20:18,2026-11-12 17:25:00,2026-11-12 20:18:00,173,0,premium_economy,12560,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3279,TPE-TAK,JX,星宇,JX475,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-11-12,17:25,20:06,2026-11-12 17:25:00,2026-11-12 20:06:00,161,0,premium_economy,14160,TWD,36,2,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3280,TPE-KMJ,JX,星宇,JX603,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-11-12,17:25,19:51,2026-11-12 17:25:00,2026-11-12 19:51:00,146,0,premium_economy,15490,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3281,TPE-CTS,MM,樂桃,MM755,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-11-12,17:25,21:25,2026-11-12 17:25:00,2026-11-12 21:25:00,240,0,economy,10170,TWD,180,44,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3282,KHH-CTS,MM,樂桃,MM162,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-11-12,20:05,00:28,2026-11-12 20:05:00,2026-11-13 00:28:00,263,0,premium_economy,18760,TWD,36,3,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3283,KHH-KIX,MM,樂桃,MM723,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-12,20:05,23:07,2026-11-12 20:05:00,2026-11-12 23:07:00,182,0,economy,8690,TWD,180,56,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3284,KHH-CTS,MM,樂桃,MM042,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-11-12,22:15,02:39,2026-11-12 22:15:00,2026-11-13 02:39:00,264,0,premium_economy,17930,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3285,TPE-NRT,MM,樂桃,MM210,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-11-12,22:15,01:27,2026-11-12 22:15:00,2026-11-13 01:27:00,192,0,economy,8940,TWD,180,28,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3286,KHH-NGO,CI,華航,CI369,高雄,KHH,高雄國際機場,名古屋,NGO,中部國際機場,2026-11-13,01:35,04:43,2026-11-13 01:35:00,2026-11-13 04:43:00,188,0,economy,10230,TWD,180,45,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3287,KHH-OKA,BR,長榮,BR272,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-11-13,08:10,10:13,2026-11-13 08:10:00,2026-11-13 10:13:00,123,0,business,22370,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3288,TPE-CTS,JX,星宇,JX337,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-11-13,12:35,16:50,2026-11-13 12:35:00,2026-11-13 16:50:00,255,0,premium_economy,18570,TWD,36,5,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3289,TPE-FUK,MM,樂桃,MM502,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-11-13,13:40,16:03,2026-11-13 13:40:00,2026-11-13 16:03:00,143,0,premium_economy,11220,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3290,TPE-CTS,CI,華航,CI749,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-11-13,15:10,19:19,2026-11-13 15:10:00,2026-11-13 19:19:00,249,0,business,34650,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3291,KHH-KIX,MM,樂桃,MM663,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-13,17:25,20:36,2026-11-13 17:25:00,2026-11-13 20:36:00,191,0,business,25320,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3292,KHH-KIX,BR,長榮,BR039,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-13,20:05,23:03,2026-11-13 20:05:00,2026-11-13 23:03:00,178,0,business,25970,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3293,TPE-OKA,BR,長榮,BR785,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-11-13,20:05,21:57,2026-11-13 20:05:00,2026-11-13 21:57:00,112,0,business,19100,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3294,KHH-OKA,IT,虎航,IT234,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-11-13,20:05,21:57,2026-11-13 20:05:00,2026-11-13 21:57:00,112,0,premium_economy,10050,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3295,KHH-TAK,IT,虎航,IT898,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-11-13,20:05,22:48,2026-11-13 20:05:00,2026-11-13 22:48:00,163,0,business,19570,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3296,TPE-KMJ,CI,華航,CI375,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-11-14,01:35,03:55,2026-11-14 01:35:00,2026-11-14 03:55:00,140,0,premium_economy,15880,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3297,KHH-KMI,IT,虎航,IT201,高雄,KHH,高雄國際機場,宮崎,KMI,宮崎機場,2026-11-14,06:50,09:40,2026-11-14 06:50:00,2026-11-14 09:40:00,170,0,economy,8610,TWD,180,58,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3298,TPE-SDJ,IT,虎航,IT102,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-11-14,08:10,12:04,2026-11-14 08:10:00,2026-11-14 12:04:00,234,0,premium_economy,16270,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3299,TPE-NRT,IT,虎航,IT758,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-11-14,10:20,13:42,2026-11-14 10:20:00,2026-11-14 13:42:00,202,0,premium_economy,13260,TWD,36,4,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3300,KHH-KIX,CI,華航,CI017,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-14,12:35,15:47,2026-11-14 12:35:00,2026-11-14 15:47:00,192,0,economy,9910,TWD,180,100,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3301,TPE-NGO,BR,長榮,BR624,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-11-14,15:10,18:16,2026-11-14 15:10:00,2026-11-14 18:16:00,186,0,premium_economy,16110,TWD,36,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3302,TPE-KMJ,CI,華航,CI275,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-11-14,15:10,17:40,2026-11-14 15:10:00,2026-11-14 17:40:00,150,0,business,28310,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3303,TPE-NRT,JX,星宇,JX332,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-11-14,17:25,20:47,2026-11-14 17:25:00,2026-11-14 20:47:00,202,0,premium_economy,16410,TWD,36,5,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3304,TPE-NRT,CI,華航,CI684,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-11-14,20:05,23:27,2026-11-14 20:05:00,2026-11-14 23:27:00,202,0,economy,11070,TWD,180,121,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3305,TPE-KIX,BR,長榮,BR772,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-11-15,06:50,09:35,2026-11-15 06:50:00,2026-11-15 09:35:00,165,0,premium_economy,15720,TWD,36,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3306,KHH-NRT,BR,長榮,BR313,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-11-15,12:35,16:06,2026-11-15 12:35:00,2026-11-15 16:06:00,211,0,business,29360,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3307,TPE-KMQ,IT,虎航,IT790,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-11-15,15:10,18:23,2026-11-15 15:10:00,2026-11-15 18:23:00,193,0,premium_economy,13450,TWD,36,6,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3308,TPE-OKA,MM,樂桃,MM249,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-11-15,15:10,16:50,2026-11-15 15:10:00,2026-11-15 16:50:00,100,0,business,18980,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3309,KHH-CTS,BR,長榮,BR158,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-11-15,20:05,00:22,2026-11-15 20:05:00,2026-11-16 00:22:00,257,0,business,40040,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3310,KHH-KMJ,CI,華航,CI682,高雄,KHH,高雄國際機場,熊本,KMJ,熊本機場,2026-11-15,20:05,22:33,2026-11-15 20:05:00,2026-11-15 22:33:00,148,0,premium_economy,14460,TWD,36,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3311,TPE-CTS,BR,長榮,BR551,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-11-15,22:15,02:26,2026-11-15 22:15:00,2026-11-16 02:26:00,251,0,economy,13290,TWD,180,115,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3312,KHH-FUK,MM,樂桃,MM629,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-11-16,06:50,09:22,2026-11-16 06:50:00,2026-11-16 09:22:00,152,0,business,19940,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3313,KHH-OKA,MM,樂桃,MM316,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-11-16,08:10,10:02,2026-11-16 08:10:00,2026-11-16 10:02:00,112,0,premium_economy,10580,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3314,TPE-FUK,MM,樂桃,MM202,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-11-16,15:10,17:28,2026-11-16 15:10:00,2026-11-16 17:28:00,138,0,premium_economy,11130,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3315,KHH-KIX,MM,樂桃,MM303,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-11-16,15:10,18:03,2026-11-16 15:10:00,2026-11-16 18:03:00,173,0,premium_economy,13100,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3316,KHH-FUK,IT,虎航,IT437,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-11-16,20:05,22:47,2026-11-16 20:05:00,2026-11-16 22:47:00,162,0,business,20680,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3317,TPE-HND,JX,星宇,JX465,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-11-17,01:35,05:03,2026-11-17 01:35:00,2026-11-17 05:03:00,208,0,premium_economy,15690,TWD,36,1,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3318,KHH-OKA,JX,星宇,JX558,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-11-17,08:10,10:05,2026-11-17 08:10:00,2026-11-17 10:05:00,115,0,premium_economy,11920,TWD,36,5,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3319,TPE-OKA,BR,長榮,BR185,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-11-17,15:10,16:55,2026-11-17 15:10:00,2026-11-17 16:55:00,105,0,business,21900,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3320,KHH-CTS,CI,華航,CI256,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-11-17,15:10,19:38,2026-11-17 15:10:00,2026-11-17 19:38:00,268,0,economy,13050,TWD,180,83,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3321,KHH-CTS,JX,星宇,JX284,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-11-17,22:15,02:43,2026-11-17 22:15:00,2026-11-18 02:43:00,268,0,economy,14110,TWD,180,9,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3322,TPE-AKJ,IT,虎航,IT615,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-11-18,01:35,05:56,2026-11-18 01:35:00,2026-11-18 05:56:00,261,0,economy,11440,TWD,180,104,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3323,KHH-NRT,IT,虎航,IT055,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-11-18,06:50,10:19,2026-11-18 06:50:00,2026-11-18 10:19:00,209,0,premium_economy,13340,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3324,TPE-KIX,MM,樂桃,MM836,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-11-18,06:50,09:39,2026-11-18 06:50:00,2026-11-18 09:39:00,169,0,economy,6740,TWD,180,126,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3325,TPE-CTS,MM,樂桃,MM515,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-11-18,08:10,12:26,2026-11-18 08:10:00,2026-11-18 12:26:00,256,0,premium_economy,16040,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3326,KHH-OKA,MM,樂桃,MM616,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-11-18,08:10,09:56,2026-11-18 08:10:00,2026-11-18 09:56:00,106,0,business,17650,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3327,TPE-TAK,IT,虎航,IT131,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-11-18,13:40,16:13,2026-11-18 13:40:00,2026-11-18 16:13:00,153,0,economy,7640,TWD,180,39,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3328,KHH-NRT,MM,樂桃,MM757,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-11-18,13:40,17:02,2026-11-18 13:40:00,2026-11-18 17:02:00,202,0,economy,9460,TWD,180,118,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3329,TPE-KMI,IT,虎航,IT144,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-11-18,15:10,17:56,2026-11-18 15:10:00,2026-11-18 17:56:00,166,0,economy,7780,TWD,180,35,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3330,TPE-KMJ,IT,虎航,IT139,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-11-18,17:25,19:50,2026-11-18 17:25:00,2026-11-18 19:50:00,145,0,economy,7920,TWD,180,28,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3331,TPE-FUK,BR,長榮,BR538,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-11-18,20:05,22:31,2026-11-18 20:05:00,2026-11-18 22:31:00,146,0,economy,8500,TWD,180,46,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3332,KHH-SDJ,CI,華航,CI795,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-11-18,22:15,02:06,2026-11-18 22:15:00,2026-11-19 02:06:00,231,0,premium_economy,17680,TWD,36,5,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3333,KHH-TAK,CI,華航,CI014,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-11-19,01:35,04:14,2026-11-19 01:35:00,2026-11-19 04:14:00,159,0,business,27280,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3334,TPE-SDJ,CI,華航,CI488,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-11-19,01:35,05:18,2026-11-19 01:35:00,2026-11-19 05:18:00,223,0,economy,11140,TWD,180,55,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3335,TPE-NRT,MM,樂桃,MM210,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-11-19,01:35,04:48,2026-11-19 01:35:00,2026-11-19 04:48:00,193,0,premium_economy,13480,TWD,36,3,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3336,TPE-ISG,IT,虎航,IT032,桃園,TPE,桃園國際機場,石垣,ISG,新石垣機場,2026-11-19,08:10,10:03,2026-11-19 08:10:00,2026-11-19 10:03:00,113,0,business,16470,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3337,KHH-OIT,IT,虎航,IT203,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-11-19,08:10,10:55,2026-11-19 08:10:00,2026-11-19 10:55:00,165,0,economy,7440,TWD,180,66,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
3338,TPE-KIX,MM,樂桃,MM656,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-11-19,08:10,11:11,2026-11-19 08:10:00,2026-11-19 11:11:00,181,0,economy,6790,TWD,180,82,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
